sep=,
Type,FSVA3013,
Version,1.40,
Date,31.Jan 2022,
Mode,ANALYZER,
Preamplifier,ON,
Transducer,OFF,
Center Freq,514980000.000000,Hz
Freq Offset,0.000000,Hz
Start,30060000.000000,Hz
Stop,999900000.000000,Hz
Span,969840000.000000,Hz
Ref Level,62.000000,dBµV
Level Offset,0.000000,dB
Rf Att,0.000000,dB
El Att,0.000000,dB
RBW,120000.000000,Hz
VBW,1000000.000000,Hz
SWT,1.000000,s
Sweep Count,10,
Window,1,Frequency Sweep
Ref Position,100.000000,%
Level Range,100.000000,dB
x-Axis,LIN,
y-Axis,LOG,
x-Unit,Hz,
y-Unit,dBµV,
Trace,1,
Trace Mode,VIEW,
Detector,RMS,
Values,8083,
30060000,18.13918304443359375,
30180000,23.160186767578125,
30300000,26.179656982421875,
30420000,22.999755859375,
30540000,18.0703582763671875,
30660000,23.24993133544921875,
30780000,22.20745086669921875,
30900000,18.7555084228515625,
31020000,20.879608154296875,
31140000,24.6553192138671875,
31260000,21.03453826904296875,
31380000,20.0446624755859375,
31500000,23.7506866455078125,
31620000,20.174774169921875,
31740000,18.57024383544921875,
31860000,22.804412841796875,
31980000,21.742218017578125,
32100000,19.2373504638671875,
32220000,19.75423431396484375,
32340000,21.26531219482421875,
32460000,17.43125152587890625,
32580000,18.38713836669921875,
32700000,21.22086334228515625,
32820000,17.65540313720703125,
32940000,16.54465484619140625,
33060000,19.1470489501953125,
33180000,19.307952880859375,
33300000,17.34014892578125,
33420000,15.76119232177734375,
33540000,17.005950927734375,
33660000,15.2310943603515625,
33780000,15.68186187744140625,
33900000,16.20871734619140625,
34020000,15.56829071044921875,
34140000,15.8312530517578125,
34260000,15.9240264892578125,
34380000,15.430145263671875,
34500000,15.184844970703125,
34620000,15.8252716064453125,
34740000,16.3030242919921875,
34860000,15.3054656982421875,
34980000,15.744293212890625,
35100000,15.27426910400390625,
35220000,15.16695404052734375,
35340000,15.35042572021484375,
35460000,15.60821533203125,
35580000,14.57695770263671875,
35700000,15.5372467041015625,
35820000,15.265716552734375,
35940000,15.352630615234375,
36060000,15.07962799072265625,
36180000,15.099609375,
36300000,15.958099365234375,
36420000,15.71318817138671875,
36540000,15.38152313232421875,
36660000,16.2327423095703125,
36780000,15.812286376953125,
36900000,15.180267333984375,
37020000,15.99200439453125,
37140000,17.292327880859375,
37260000,15.981903076171875,
37380000,14.8531951904296875,
37500000,16.330596923828125,
37620000,15.5709991455078125,
37740000,16.36995697021484375,
37860000,16.292755126953125,
37980000,15.54901123046875,
38100000,15.47232818603515625,
38220000,16.40102386474609375,
38340000,16.60665130615234375,
38460000,15.96831512451171875,
38580000,16.2158966064453125,
38700000,17.183990478515625,
38820000,16.233123779296875,
38940000,16.0521087646484375,
39060000,17.46640777587890625,
39180000,16.61803436279296875,
39300000,16.461578369140625,
39420000,16.89189910888671875,
39540000,16.95485687255859375,
39660000,16.639312744140625,
39780000,17.200164794921875,
39900000,17.73548126220703125,
40020000,18.1677093505859375,
40140000,16.69964599609375,
40260000,17.22525787353515625,
40380000,17.419647216796875,
40500000,17.62064361572265625,
40620000,17.88703155517578125,
40740000,17.69722747802734375,
40860000,17.01657867431640625,
40980000,17.783782958984375,
41100000,18.33411407470703125,
41220000,17.78336334228515625,
41340000,17.88440704345703125,
41460000,18.196868896484375,
41580000,17.4055938720703125,
41700000,17.93303680419921875,
41820000,18.2632293701171875,
41940000,17.3448333740234375,
42060000,16.01715850830078125,
42180000,15.7718353271484375,
42300000,17.3959503173828125,
42420000,16.34600830078125,
42540000,15.102203369140625,
42660000,17.156951904296875,
42780000,16.3331146240234375,
42900000,15.8371124267578125,
43020000,16.40692901611328125,
43140000,15.6710052490234375,
43260000,15.3643798828125,
43380000,14.66316986083984375,
43500000,14.826202392578125,
43620000,14.37308502197265625,
43740000,13.52657318115234375,
43860000,13.8905029296875,
43980000,14.5041351318359375,
44100000,13.268768310546875,
44220000,13.3817901611328125,
44340000,14.64438629150390625,
44460000,13.889312744140625,
44580000,13.30010223388671875,
44700000,13.5874786376953125,
44820000,13.26757049560546875,
44940000,13.69927978515625,
45060000,13.43265533447265625,
45180000,12.8737030029296875,
45300000,13.65216827392578125,
45420000,13.2082061767578125,
45540000,13.52202606201171875,
45660000,13.72266387939453125,
45780000,14.31079864501953125,
45900000,14.0507659912109375,
46020000,13.529083251953125,
46140000,12.82521820068359375,
46260000,13.700653076171875,
46380000,13.09946441650390625,
46500000,13.474212646484375,
46620000,13.765350341796875,
46740000,14.2464752197265625,
46860000,13.6971282958984375,
46980000,13.6417236328125,
47100000,14.3831939697265625,
47220000,13.54676055908203125,
47340000,13.88268280029296875,
47460000,14.0184173583984375,
47580000,14.25470733642578125,
47700000,14.80634307861328125,
47820000,13.977935791015625,
47940000,15.03545379638671875,
48060000,14.06600189208984375,
48180000,14.32408905029296875,
48300000,14.8354949951171875,
48420000,14.1760101318359375,
48540000,14.34108734130859375,
48660000,13.86841583251953125,
48780000,14.24983978271484375,
48900000,14.36695098876953125,
49020000,14.2556915283203125,
49140000,15.03487396240234375,
49260000,14.065460205078125,
49380000,14.380828857421875,
49500000,13.3583831787109375,
49620000,14.82552337646484375,
49740000,13.78234100341796875,
49860000,14.11804962158203125,
49980000,13.81439971923828125,
50100000,13.016693115234375,
50220000,13.28241729736328125,
50340000,13.339202880859375,
