sep=,
Type,FSVA3013,
Version,1.40,
Date,31.Jan 2022,
Mode,ANALYZER,
Preamplifier,ON,
Transducer,OFF,
Center Freq,15076500.000000,Hz
Freq Offset,0.000000,Hz
Start,154500.000000,Hz
Stop,29998500.000000,Hz
Span,29844000.000000,Hz
Ref Level,62.000000,dBµV
Level Offset,0.000000,dB
Rf Att,0.000000,dB
El Att,0.000000,dB
RBW,9000.000000,Hz
VBW,100000.000000,Hz
SWT,0.000654,s
Sweep Count,10,
Window,1,Frequency Sweep
Ref Position,100.000000,%
Level Range,100.000000,dB
x-Axis,LIN,
y-Axis,LOG,
x-Unit,Hz,
y-Unit,dBµV,
Trace,1,
Trace Mode,VIEW,
Detector,RMS,
Values,3317,
154500,9.4835968017578125,
163500,10.4292449951171875,
172500,8.8528289794921875,
181500,9.607696533203125,
190500,10.86309051513671875,
199500,7.66455841064453125,
208500,9.01108551025390625,
217500,8.71939849853515625,
226500,10.88852691650390625,
235500,10.42424774169921875,
244500,10.121734619140625,
253500,10.84000396728515625,
262500,12.2761688232421875,
271500,10.64316558837890625,
280500,9.46622467041015625,
289500,7.82683563232421875,
298500,9.84881591796875,
307500,11.13649749755859375,
316500,11.6667327880859375,
325500,10.23667144775390625,
334500,11.024627685546875,
343500,9.483001708984375,
352500,10.76711273193359375,
361500,10.55432891845703125,
370500,10.41762542724609375,
379500,9.93961334228515625,
388500,10.82574462890625,
397500,9.3477783203125,
406500,9.60467529296875,
415500,11.16977691650390625,
424500,11.38616943359375,
433500,11.3169403076171875,
442500,7.64012908935546875,
451500,9.5626068115234375,
460500,9.42266845703125,
469500,10.29752349853515625,
478500,12.07976531982421875,
487500,10.368621826171875,
496500,9.81992340087890625,
505500,10.57491302490234375,
514500,9.45121002197265625,
523500,11.80959320068359375,
532500,10.93563079833984375,
541500,10.00594329833984375,
550500,12.40143585205078125,
559500,13.2490081787109375,
568500,14.49333953857421875,
577500,13.63147735595703125,
586500,13.27579498291015625,
595500,12.98980712890625,
604500,11.71213531494140625,
613500,12.28609466552734375,
622500,11.987640380859375,
631500,11.9569244384765625,
640500,14.76406097412109375,
649500,13.040252685546875,
658500,13.9169921875,
667500,11.5674896240234375,
676500,11.7086944580078125,
685500,10.206787109375,
694500,11.78150177001953125,
703500,12.45888519287109375,
712500,9.9405670166015625,
721500,12.929229736328125,
730500,12.8729248046875,
739500,11.62689208984375,
748500,10.1358489990234375,
757500,11.96949005126953125,
766500,12.51922607421875,
775500,12.51450347900390625,
784500,14.4679412841796875,
793500,10.87812042236328125,
802500,16.1534881591796875,
811500,12.42010498046875,
820500,12.8313140869140625,
829500,12.39142608642578125,
838500,14.8227081298828125,
847500,13.19336700439453125,
856500,14.6322479248046875,
865500,13.60732269287109375,
874500,13.088226318359375,
883500,18.0624237060546875,
892500,16.98673248291015625,
901500,17.71484375,
910500,16.700286865234375,
919500,17.63718414306640625,
928500,16.4226226806640625,
937500,19.12070465087890625,
946500,19.85503387451171875,
955500,18.455108642578125,
964500,23.2543487548828125,
973500,18.2631072998046875,
982500,22.7301788330078125,
991500,20.33795166015625,
1000500,27.03208160400390625,
1009500,24.90285491943359375,
1018500,22.80884552001953125,
1027500,23.09873199462890625,
1036500,24.8820343017578125,
1045500,29.09761810302734375,
1054500,20.68762969970703125,
1063500,22.660430908203125,
1072500,25.0912933349609375,
1081500,28.60727691650390625,
1090500,26.1175994873046875,
1099500,20.53461456298828125,
1108500,22.4846343994140625,
1117500,22.77466583251953125,
1126500,27.4677734375,
1135500,20.371734619140625,
1144500,21.68653106689453125,
1153500,20.81128692626953125,
1162500,22.3770294189453125,
1171500,20.49207305908203125,
1180500,22.23891448974609375,
1189500,22.346832275390625,
1198500,20.78009033203125,
1207500,18.8126220703125,
1216500,19.05870819091796875,
1225500,21.02381134033203125,
1234500,21.32427215576171875,
1243500,21.22220611572265625,
1252500,20.59564208984375,
1261500,19.3691558837890625,
1270500,21.2581787109375,
1279500,23.4712677001953125,
1288500,24.00664520263671875,
1297500,18.5620574951171875,
1306500,21.82472991943359375,
1315500,23.297515869140625,
1324500,22.47531890869140625,
1333500,20.06258392333984375,
1342500,20.135955810546875,
1351500,20.3968658447265625,
1360500,23.22736358642578125,
1369500,23.5023956298828125,
1378500,18.7028045654296875,
1387500,21.93630218505859375,
1396500,23.630584716796875,
1405500,23.8841552734375,
1414500,24.06594085693359375,
1423500,24.3213348388671875,
1432500,21.065643310546875,
1441500,23.86466217041015625,
1450500,24.234954833984375,
1459500,21.794921875,
1468500,23.46678924560546875,
1477500,21.36315155029296875,
1486500,22.70252227783203125,
1495500,26.23163604736328125,
1504500,23.005889892578125,
1513500,24.8512115478515625,
1522500,26.65203857421875,
1531500,25.39501953125,
1540500,26.577423095703125,
1549500,27.4740447998046875,
1558500,23.2030029296875,
1567500,27.5760345458984375,
1576500,28.7342376708984375,
1585500,23.42139434814453125,
1594500,24.67734527587890625,
1603500,27.39788055419921875,
1612500,27.051239013671875,
1621500,24.88056182861328125,
1630500,25.61666107177734375,
1639500,27.25026702880859375,
1648500,28.51245880126953125,
1657500,25.6871490478515625,
1666500,28.259368896484375,
1675500,26.21623992919921875,
1684500,25.7020263671875,
1693500,25.97338104248046875,
1702500,24.0189056396484375,
1711500,25.3248443603515625,
1720500,21.04946136474609375,
1729500,25.78932952880859375,
1738500,25.88477325439453125,
