sep=,
Type,FSVA3013,
Version,1.40,
Date,31.Jan 2022,
Mode,ANALYZER,
Preamplifier,ON,
Transducer,OFF,
Center Freq,79500.000000,Hz
Freq Offset,0.000000,Hz
Start,9100.000000,Hz
Stop,149900.000000,Hz
Span,140800.000000,Hz
Ref Level,62.000000,dBµV
Level Offset,0.000000,dB
Rf Att,0.000000,dB
El Att,0.000000,dB
RBW,200.000000,Hz
VBW,2000.000000,Hz
SWT,0.029500,s
Sweep Count,10,
Window,1,Frequency Sweep
Ref Position,100.000000,%
Level Range,100.000000,dB
x-Axis,LIN,
y-Axis,LOG,
x-Unit,Hz,
y-Unit,dBµV,
103300,-8.172637939453125,
103500,-10.22479248046875,
103700,-8.76019287109375,
103900,-10.23468017578125,
104100,-8.4080657958984375,
104300,-7.4166412353515625,
104500,-6.3891143798828125,
104700,-7.17432403564453125,
104900,-8.39902496337890625,
105100,-7.52611541748046875,
105300,-8.63976287841796875,
105500,-9.83802032470703125,
105700,-7.1251678466796875,
105900,-6.5750885009765625,
106100,-8.36148834228515625,
106300,-8.2171783447265625,
106500,-11.40612030029296875,
106700,-8.933380126953125,
106900,-6.3603668212890625,
107100,-7.8346099853515625,
107300,-6.9694366455078125,
107500,-6.06549835205078125,
107700,-7.715850830078125,
107900,-7.99694061279296875,
108100,-5.34674835205078125,
108300,-3.65087890625,
108500,-1.560272216796875,
108700,-1.33632659912109375,
108900,-1.54987335205078125,
109100,0.3123016357421875,
109300,-1.9053955078125,
109500,-1.7338104248046875,
109700,-1.8936309814453125,
109900,-0.0616912841796875,
110100,-0.78060150146484375,
110300,-0.9375457763671875,
110500,-2.2885589599609375,
110700,-3.37657928466796875,
110900,0.2774810791015625,
111100,-1.22190093994140625,
111300,-3.24349212646484375,
111500,0.9530181884765625,
111700,-1.48834228515625,
111900,0.34226226806640625,
112100,0.7669219970703125,
112300,0.9620513916015625,
112500,-1.7783966064453125,
112700,-1.73758697509765625,
112900,-0.89226531982421875,
113100,-1.53699493408203125,
113300,-2.01407623291015625,
113500,-0.18201446533203125,
113700,-0.5894317626953125,
113900,-0.91484832763671875,
114100,-0.90113067626953125,
114300,-1.33171844482421875,
114500,-0.59624481201171875,
114700,-0.60242462158203125,
114900,-0.3614044189453125,
115100,-0.39731597900390625,
115300,-0.91951751708984375,
115500,-3.03537750244140625,
115700,-5.45842742919921875,
115900,-8.9677734375,
116100,-10.13820648193359375,
116300,-7.56842041015625,
116500,-6.4503173828125,
116700,-8.56072235107421875,
116900,-6.24990081787109375,
117100,-5.8991851806640625,
117300,-8.10228729248046875,
117500,-10.55572509765625,
117700,-8.7180023193359375,
117900,-6.6541595458984375,
118100,-6.6493682861328125,
118300,-6.5909271240234375,
118500,-6.6196746826171875,
118700,-6.9847869873046875,
118900,-6.248291015625,
119100,-6.9844207763671875,
119300,-6.0623779296875,
119500,-8.0450592041015625,
119700,-7.895751953125,
119900,-7.51404571533203125,
120100,-6.869964599609375,
120300,-8.08063507080078125,
120500,-7.3027496337890625,
120700,-8.912139892578125,
120900,-7.54444122314453125,
121100,-6.05883026123046875,
121300,-5.96117401123046875,
121500,-6.6415863037109375,
121700,-7.2843475341796875,
121900,-8.02158355712890625,
122100,-7.05572509765625,
122300,-7.35363006591796875,
122500,-8.659423828125,
122700,-6.2125244140625,
122900,-7.3704986572265625,
123100,-8.8184051513671875,
123300,-8.244293212890625,
123500,-8.16623687744140625,
123700,-6.32466888427734375,
123900,-5.6838836669921875,
124100,-6.49919891357421875,
124300,-8.31310272216796875,
124500,-5.8464202880859375,
124700,-5.34918212890625,
124900,-5.0208892822265625,
125100,-7.239715576171875,
125300,-7.9005584716796875,
125500,-6.044952392578125,
125700,-5.65503692626953125,
125900,-9.2996063232421875,
126100,-6.2205963134765625,
126300,-7.51375579833984375,
126500,-8.055755615234375,
126700,-7.59482574462890625,
126900,-6.6527862548828125,
127100,-8.56024932861328125,
127300,-8.6305084228515625,
127500,-9.07360076904296875,
127700,-6.525299072265625,
127900,-6.56999969482421875,
128100,-5.4091339111328125,
128300,-5.447509765625,
128500,-5.83986663818359375,
128700,-6.50547027587890625,
128900,-8.10977935791015625,
129100,-7.0170745849609375,
129300,-8.2989501953125,
129500,-7.66037750244140625,
129700,-8.3097991943359375,
129900,-7.21996307373046875,
130100,-8.98323822021484375,
130300,-5.89772796630859375,
130500,-5.3167266845703125,
130700,-6.58272552490234375,
130900,-5.4679412841796875,
131100,-5.94080352783203125,
131300,-7.79457855224609375,
131500,-7.09372711181640625,
131700,-8.75786590576171875,
131900,-7.29752349853515625,
132100,-6.6125335693359375,
132300,-7.4737091064453125,
132500,-7.53037261962890625,
132700,-6.41587066650390625,
132900,-8.01654052734375,
133100,-7.00411224365234375,
133300,-8.2183837890625,
133500,-7.62374114990234375,
133700,-6.1329345703125,
133900,-5.6970672607421875,
134100,-7.7863616943359375,
134300,-7.2534637451171875,
134500,-7.36312103271484375,
134700,-7.1282196044921875,
134900,-7.4530792236328125,
135100,-7.37760162353515625,
135300,-8.05821990966796875,
135500,-8.07042694091796875,
135700,-8.58049774169921875,
135900,-7.885223388671875,
136100,-7.75142669677734375,
136300,-6.25170135498046875,
136500,-8.0511474609375,
136700,-7.598358154296875,
136900,-6.25765228271484375,
137100,-7.14405059814453125,
137300,-7.06182861328125,
137500,-6.3990020751953125,
137700,-6.1790771484375,
137900,-4.5475616455078125,
138100,-7.31499481201171875,
138300,-8.067718505859375,
138500,-4.303955078125,
138700,-4.4976348876953125,
138900,-7.5462799072265625,
139100,-5.51413726806640625,
139300,-5.9205780029296875,
139500,-7.5497283935546875,
139700,-7.215179443359375,
139900,-6.858001708984375,
140100,-6.33533477783203125,
140300,-5.8733978271484375,
140500,-5.293060302734375,
140700,-7.841522216796875,
140900,-6.29114532470703125,
141100,-7.11629486083984375,
141300,-6.68531036376953125,
141500,-4.7214508056640625,
141700,-5.97303009033203125,
141900,-4.279144287109375,
142100,-7.01084136962890625,
142300,-5.41361236572265625,
142500,-6.3490753173828125,
142700,-5.57292938232421875,
142900,-7.357421875,
143100,-6.19034576416015625,
143300,-5.6543121337890625,
143500,-4.997100830078125,
143700,-6.920166015625,
143900,-4.42917633056640625,
144100,-3.5595550537109375,
144300,-0.758819580078125,
144500,0.04967498779296875,
144700,1.47388458251953125,
144900,1.60772705078125,
145100,3.28037261962890625,
145300,2.49088287353515625,
145500,3.8016815185546875,
145700,2.0132904052734375,
145900,3.29657745361328125,
146100,3.2194061279296875,
146300,4.3813934326171875,
146500,3.984954833984375,
146700,3.5416259765625,
146900,2.2671966552734375,
147100,1.10604095458984375,
147300,1.63006591796875,
147500,1.549957275390625,
147700,2.12078857421875,
147900,2.61161041259765625,
148100,1.23896026611328125,
148300,4.02120208740234375,
148500,3.09576416015625,
148700,3.04438018798828125,
148900,4.021026611328125,
149100,5.72039031982421875,
149300,5.0397186279296875,
149500,3.36617279052734375,
149700,4.37952423095703125,
149900,2.92879486083984375,
Trace,2,
Trace Mode,VIEW,
Detector,RMS,
Values,705,
9100,-5.94600677490234375,
9300,-6.08203887939453125,
9500,-7.43148040771484375,
9700,-7.0720672607421875,
9900,-7.00060272216796875,
10100,-6.757904052734375,
10300,-6.805938720703125,
10500,-8.0547637939453125,
10700,-6.84522247314453125,
10900,-5.80017852783203125,
11100,-6.97214508056640625,
11300,-5.6992340087890625,
11500,-3.5061798095703125,
11700,-5.2528228759765625,
11900,-5.46457672119140625,
12100,-6.62917327880859375,
12300,-7.58020782470703125,
12500,-6.90763092041015625,
12700,-6.27135467529296875,
12900,-6.275634765625,
13100,-5.6640625,
13300,-6.7447357177734375,
13500,-8.11095428466796875,
13700,-6.699615478515625,
13900,-7.01775360107421875,
14100,-6.916259765625,
14300,-7.21033477783203125,
14500,-6.73744964599609375,
14700,-6.2525177001953125,
14900,-10.03823089599609375,
15100,-9.2305450439453125,
15300,-7.534820556640625,
15500,-6.3153076171875,
15700,-6.61936187744140625,
15900,-8.7715301513671875,
16100,-8.532318115234375,
16300,-8.3054351806640625,
16500,-8.2631378173828125,
16700,-7.40198516845703125,
16900,-7.87572479248046875,
17100,-9.77716827392578125,
17300,-7.37155914306640625,
17500,-8.645843505859375,
17700,-11.88072967529296875,
17900,-7.15673828125,
18100,-9.430450439453125,
18300,-8.615936279296875,
18500,-6.5941925048828125,
18700,-8.5928497314453125,
18900,-6.0140838623046875,
19100,-6.7244110107421875,
19300,-7.125213623046875,
19500,-7.173187255859375,
19700,-9.5726470947265625,
19900,-8.951416015625,
20100,-8.87140655517578125,
20300,-9.1673431396484375,
20500,-7.40470123291015625,
20700,-8.232086181640625,
20900,-7.556793212890625,
21100,-6.32128143310546875,
21300,-7.6854095458984375,
21500,-7.70313262939453125,
21700,-9.446563720703125,
21900,-10.6915130615234375,
22100,-8.6052093505859375,
22300,-7.25308990478515625,
22500,-7.45578765869140625,
22700,-9.78720855712890625,
22900,-8.85782623291015625,
23100,-8.308380126953125,
23300,-8.465362548828125,
23500,-9.34661102294921875,
23700,-9.57097625732421875,
23900,-4.96254730224609375,
24100,-8.50458526611328125,
24300,-7.4848480224609375,
24500,-8.0481414794921875,
24700,-7.5943450927734375,
24900,-9.19019317626953125,
25100,-9.81784820556640625,
25300,-8.2228851318359375,
25500,-7.4833526611328125,
25700,-9.996551513671875,
25900,-8.39081573486328125,
26100,-8.9849853515625,
26300,-10.1488800048828125,
26500,-9.35137939453125,
26700,-9.55120086669921875,
26900,-9.19312286376953125,
27100,-9.144775390625,
27300,-7.585723876953125,
27500,-7.9774932861328125,
27700,-7.40254974365234375,
27900,-7.080352783203125,
28100,-8.555267333984375,
28300,-7.94731903076171875,
28500,-8.54241180419921875,
28700,-9.4653167724609375,
28900,-10.553375244140625,
29100,-10.27402496337890625,
29300,-11.5344696044921875,
29500,-8.645782470703125,
29700,-8.72928619384765625,
29900,-11.98654937744140625,
30100,-9.83953094482421875,
30300,-10.6443328857421875,
30500,-10.6090087890625,
30700,-8.66774749755859375,
30900,-9.37249755859375,
31100,-9.0722198486328125,
31300,-10.006927490234375,
31500,-9.66158294677734375,
31700,-9.63375091552734375,
31900,-9.8712158203125,
32100,-10.13901519775390625,
32300,-10.898895263671875,
32500,-8.9511260986328125,
32700,-7.98024749755859375,
32900,-9.06048583984375,
33100,-8.38714599609375,
33300,-10.98880767822265625,
33500,-8.52816009521484375,
33700,-7.958831787109375,
33900,-9.16405487060546875,
34100,-8.33171844482421875,
34300,-8.23941802978515625,
34500,-8.97371673583984375,
34700,-8.68303680419921875,
34900,-9.1647491455078125,
35100,-9.6281890869140625,
35300,-10.843353271484375,
35500,-9.6472015380859375,
35700,-8.7662506103515625,
35900,-8.9842987060546875,
36100,-10.45770263671875,
36300,-8.37274932861328125,
36500,-8.56711578369140625,
36700,-9.9865570068359375,
36900,-11.5263214111328125,
37100,-7.79824066162109375,
37300,-7.7027587890625,
37500,-9.19678497314453125,
37700,-8.322052001953125,
37900,-8.8749237060546875,
38100,-10.59624481201171875,
38300,-9.375732421875,
38500,-9.74466705322265625,
38700,-10.01548004150390625,
38900,-9.57573699951171875,
39100,-10.70372772216796875,
39300,-9.65825653076171875,
39500,-8.4488372802734375,
39700,-10.49712371826171875,
39900,-10.46367645263671875,
40100,-8.8260650634765625,
40300,-7.0610504150390625,
40500,-10.83728790283203125,
40700,-11.27216339111328125,
40900,-11.72101593017578125,
41100,-8.3315277099609375,
41300,-10.534393310546875,
41500,-9.60037994384765625,
41700,-9.81170654296875,
41900,-10.276702880859375,
42100,-8.82410430908203125,
42300,-8.5415802001953125,
42500,-9.97327423095703125,
42700,-9.15897369384765625,
42900,-8.2822418212890625,
43100,-10.43375396728515625,
43300,-10.17624664306640625,
43500,-11.216033935546875,
43700,-9.466705322265625,
43900,-9.36768341064453125,
44100,-8.98345184326171875,
44300,-9.5694580078125,
44500,-8.21750640869140625,
44700,-9.27332305908203125,
44900,-8.683258056640625,
45100,-8.544830322265625,
45300,-8.70107269287109375,
45500,-9.33350372314453125,
45700,-9.99814605712890625,
45900,-12.004150390625,
46100,-11.4358062744140625,
46300,-12.541534423828125,
46500,-10.1346893310546875,
46700,-8.35433197021484375,
46900,-9.369049072265625,
47100,-8.124267578125,
47300,-9.04648590087890625,
47500,-8.7892913818359375,
47700,-9.35611724853515625,
47900,-9.08596038818359375,
48100,-6.3021087646484375,
48300,-9.765380859375,
48500,-10.97808837890625,
48700,-9.0753936767578125,
48900,-13.37192535400390625,
49100,-10.99663543701171875,
49300,-10.5114898681640625,
49500,-10.93691253662109375,
49700,-9.5946502685546875,
49900,-10.36737060546875,
50100,-8.15215301513671875,
50300,-9.6385040283203125,
50500,-11.401763916015625,
50700,-9.15670013427734375,
50900,-9.82547760009765625,
51100,-8.6062164306640625,
51300,-10.9222259521484375,
51500,-10.02532958984375,
51700,-10.28015899658203125,
51900,-10.388275146484375,
52100,-9.95377349853515625,
