0.00910000	5.96511841	-0.00009920
0.00930000	5.42301178	1.72314453
0.00950000	-4.33809662	0.84856796
0.00970000	1.30426025	-0.02600861
0.00990000	12.20247650	13.99214935
0.01010000	8.63768768	8.04651642
0.01030000	4.97159576	4.39170074
0.01050000	7.01838684	5.08766174
0.01070000	9.06517792	5.56078339
0.01090000	18.26559448	20.48947144
0.01110000	18.44693756	19.97774506
0.01130000	13.23226929	9.40463257
0.01150000	14.74545288	12.04586792
0.01170000	20.47158051	20.81888580
0.01190000	25.61493683	21.66659546
0.01210000	18.67096710	16.07475281
0.01230000	13.07178497	16.65748596
0.01250000	16.39429474	14.76962280
0.01270000	8.58604431	18.56463623
0.01290000	8.58132935	17.26230621
0.01310000	7.50629425	15.22937012
0.01330000	17.55039978	14.68842316
0.01350000	13.98514557	13.48323822
0.01370000	13.25228882	18.94307709
0.01390000	14.49505615	16.28740692
0.01410000	10.43279266	18.64669037
0.01430000	18.14277649	20.04936218
0.01450000	16.70658112	18.45307922
0.01470000	21.87290192	19.40845490
0.01490000	18.82230377	27.11196899
0.01510000	26.42317200	26.57109833
0.01530000	33.07818604	36.77263641
0.01550000	50.89636612	48.97676086
0.01570000	44.23674774	38.44501495
0.01590000	29.84985352	26.18450165
0.01610000	22.69454956	25.50122070
0.01630000	18.22654724	18.15177917
0.01650000	17.79086304	18.82485962
0.01670000	18.32863617	19.95915985
0.01690000	18.40338135	18.85209656
0.01710000	11.78733063	12.30308533
0.01730000	10.24197388	13.57466125
0.01750000	9.37203979	18.76002502
0.01770000	11.76306152	9.86315918
0.01790000	10.41567993	13.70980072
0.01810000	7.78837585	17.15885162
0.01830000	10.17072296	10.07157898
0.01850000	25.68767548	25.16966248
0.01870000	25.45259857	23.87480927
0.01890000	12.40345001	11.58172607
0.01910000	12.94603729	8.03137207
0.01930000	8.38460541	7.17896271
0.01950000	8.18263245	14.04853058
0.01970000	7.53140259	8.37573242
0.01990000	7.25756836	8.46567535
0.02010000	8.96640778	1.12508392
0.02030000	12.36523438	6.05877685
0.02050000	12.95816040	12.01499176
0.02070000	0.66959381	9.55009460
0.02090000	1.19748688	-1.98524475
0.02110000	14.08289337	9.85330963
0.02130000	10.99477386	13.97645569
0.02150000	6.19580841	8.66606140
0.02170000	10.44942474	15.57411194
0.02190000	13.52646637	18.14278412
0.02210000	15.50057220	16.70374298
0.02230000	11.95731354	15.63999176
0.02250000	11.27614594	1.63044739
0.02270000	14.12631989	7.71292114
0.02290000	11.47897339	17.28800201
0.02310000	15.41286469	17.02965546
0.02330000	20.32530975	16.80170441
0.02350000	16.49584198	12.66803741
0.02370000	26.21830750	18.17594910
0.02390000	28.94794464	27.73379517
0.02410000	29.45713806	32.35946655
0.02430000	46.10130310	46.39496231
